
[00:00:00.000 --> 00:00:01.400]   Message publicitaire.
[00:48:24.980 --> 00:48:29.280]   Je sais plus comment il s'appelle ce truc où ils font des sons et lumières là où
[00:48:29.280 --> 00:48:31.020]   ils ont fait Van Gogh c'était génial.
[00:48:31.020 --> 00:48:32.020]   L'atelier des lumières.
[00:48:32.020 --> 00:48:33.020]   L'atelier des lumières.
[00:48:33.020 --> 00:48:35.980]   À l'atelier des lumières ils ont fait un truc sur Van Gogh et bah ça par exemple
[00:48:35.980 --> 00:48:36.980]   j'étais.
[00:48:36.980 --> 00:48:37.980]   Ouais t'étais à fond.
[00:48:37.980 --> 00:48:40.280]   Bah ouais vraiment je suis restée, je crois que je suis restée trois heures et demie
[00:48:40.280 --> 00:48:43.580]   tu vois, j'étais subjuguée par le truc.
[00:48:43.580 --> 00:48:44.580]   Pourquoi ?
[00:48:44.580 --> 00:48:45.580]   C'est un truc…
[00:48:45.580 --> 00:48:46.580]   Stimulé peut-être aussi tout simplement.
[00:48:46.580 --> 00:48:47.580]   Ouais c'est…
[00:48:47.580 --> 00:48:48.580]   Un truc un peu de stimulation.
[00:48:48.580 --> 00:48:49.580]   Ouais peut-être.
[00:48:49.580 --> 00:48:50.580]   Moi j'aime beaucoup les expos d'art contemporain.
[00:48:50.580 --> 00:48:53.120]   En ce moment il y a Charles Rey et alors il a chez Pinault faut pas y aller mais il
[00:48:53.120 --> 00:48:57.200]   est à Beaubourg et à Beaubourg l'expo est toute petite mais il y a genre 5-6 oeuvres
[00:48:57.200 --> 00:48:58.200]   à tout péter.
[00:48:58.200 --> 00:48:59.200]   Ouais.
[00:48:59.200 --> 00:49:01.160]   C'est ce style de sculpteur ou de plasticien que j'aime bien.
[00:49:01.160 --> 00:49:02.820]   Ah la Pierre Huig aussi.
[00:49:02.820 --> 00:49:03.820]   Ok.
[00:49:03.820 --> 00:49:06.440]   Qui fait des trucs très ludiques, très interactifs, qui fait de la vidéo aussi beaucoup.
[00:49:06.440 --> 00:49:10.460]   Bill Viola, ce genre de choses c'est moi j'aime beaucoup ça et j'aime beaucoup
[00:49:10.460 --> 00:49:13.740]   les plasticiens ou les plasticiennes qui vont toucher un peu à la vidéo aussi.
[00:49:13.740 --> 00:49:17.340]   Et sans rentrer trop dans le perso mais toi qui as un enfant en bas âge ?
[00:49:17.340 --> 00:49:18.340]   Je l'emmène toujours.
[00:49:18.340 --> 00:49:19.340]   Tu l'emmènes toujours ?
[00:49:19.340 --> 00:49:20.340]   Bah oui c'est génial.
[00:49:20.340 --> 00:49:21.340]   Et Charles Rey en plus ?
[00:49:21.340 --> 00:49:22.340]   T'arrives à l'intéresser ?
[00:49:22.340 --> 00:49:23.340]   Ouais il y a bien.
[00:49:23.340 --> 00:49:24.340]   C'est lui qui s'intéresse tout seul.
[00:49:24.340 --> 00:49:28.240]   Je l'emmenais déjà au porte-bébé, on allait à Musée d'Orsay par exemple.
[00:49:28.240 --> 00:49:29.240]   Affroyable.
[00:49:29.240 --> 00:49:31.240]   Tu vois moi j'aime bien Pissarro, il y a des trucs de Pissarro que j'adore.
[00:49:31.240 --> 00:49:32.240]   Picasso.
[00:49:32.240 --> 00:49:33.240]   Picasso pardon.
[00:49:33.240 --> 00:49:34.240]   Merde.
[00:49:34.240 --> 00:49:40.440]   J'ai pris la main dans le sac, j'avais un vague souvenir du nom.
[00:49:40.440 --> 00:49:44.640]   J'ai pas d'enfant, j'ai dit n'importe quoi.
[00:49:44.640 --> 00:49:46.940]   Je m'appelle pas Sébastien Lechêne.
[00:49:46.940 --> 00:49:47.940]   Je suis Aurélien Imprévot.
[00:49:47.940 --> 00:49:48.940]   Depuis tout à l'heure.
[00:49:48.940 --> 00:49:49.940]   Je suis pas du tout au théâtre.
[00:49:49.940 --> 00:49:50.940]   Je suis dans le noir.
[00:49:50.940 --> 00:49:51.940]   Je parlais de Star Trek.
[00:49:51.940 --> 00:49:52.980]   Depuis tout à l'heure je dis que des trucs que je vois derrière Adrien.
[00:49:52.980 --> 00:49:53.980]   Je suis Kaiser Sozay.
[00:49:53.980 --> 00:49:54.980]   Pardon.
[00:49:54.980 --> 00:49:55.980]   Bien sûr que Pissarro n'existe pas.
[00:49:55.980 --> 00:49:56.980]   Donc non tu l'emmenais.
[00:49:56.980 --> 00:50:10.420]   Donc j'emmenais voir Pissarro au dernier étage et du Musée d'Orsay.
[00:50:10.420 --> 00:50:11.420]   Parce que j'adore.
[00:50:11.420 --> 00:50:12.420]   Parce qu'il a beaucoup filmé l'île de France.
[00:50:12.420 --> 00:50:13.420]   Région à laquelle je suis très attaché.
[00:50:13.420 --> 00:50:14.420]   J'avais une émission d'ailleurs là-dessus.
[00:50:14.420 --> 00:50:15.420]   Mais oui tu nous en avais parlé.
[00:50:15.420 --> 00:50:16.420]   L'amour du stiff.
[00:50:16.420 --> 00:50:17.420]   J'ai toujours adoré l'emmener.
[00:50:17.420 --> 00:50:18.420]   Il aime beaucoup aller.
[00:50:18.420 --> 00:50:19.420]   Que ce soit les choses très interactives ou pas.
[00:50:19.420 --> 00:50:20.420]   Mais surtout il fait les choses à son rythme.
[00:50:20.420 --> 00:50:21.420]   On est allé voir Banksy aussi.
[00:50:21.420 --> 00:50:22.420]   C'est qui pour le coup ?
[00:50:22.420 --> 00:50:23.420]   On s'en fout un peu mais pour les gosses par exemple c'est super.
[00:50:23.420 --> 00:50:24.420]   Parce que tu te balades.
[00:50:24.420 --> 00:50:25.420]   Parce que ça engage la conversation.
[00:50:25.420 --> 00:50:26.420]   De fou.
[00:50:26.420 --> 00:50:27.420]   Et je l'emmène dès que je peux au théâtre.
[00:50:27.420 --> 00:50:28.420]   Oui.
[00:50:28.420 --> 00:50:29.420]   Enfin il a l'habitude puisqu'il vient souvent aux répétitions.
[00:50:29.420 --> 00:50:30.420]   Mais moi je pense qu'il faut emmener les enfants au musée.
[00:50:30.420 --> 00:50:31.420]   Mais en fait il manque ça.
[00:50:31.420 --> 00:50:32.420]   Sans forcément les stimuler.
[00:50:32.420 --> 00:50:33.420]   Il y a plein de trucs à Paris en tout cas qui sont super.
[00:50:33.420 --> 00:50:34.420]   J'imagine partout ailleurs aussi.
[00:50:34.420 --> 00:50:35.420]   Mais le musée en herbe etc.
[00:50:35.420 --> 00:50:36.420]   Oui.
[00:50:36.420 --> 00:50:37.420]   La cité des sciences.
[00:50:37.420 --> 00:50:38.420]   Moi je l'entends.
[00:50:38.420 --> 00:50:39.420]   La cité des sciences c'est génial.
[00:50:39.420 --> 00:50:40.420]   J'attends qu'elle ait l'âge.
[00:50:40.420 --> 00:50:41.420]   Moi la mienne pour la cité des sciences.
[00:50:41.420 --> 00:50:42.420]   J'ai des super souvenirs bébé.
[00:50:42.420 --> 00:50:43.420]   Après ça sert à rien de trop stimuler les enfants.
[00:50:43.420 --> 00:50:44.420]   Mais moi je le fais.
[00:50:44.420 --> 00:50:45.420]   C'est génial.
[00:50:45.420 --> 00:50:46.420]   C'est génial.
[00:50:46.420 --> 00:50:47.420]   C'est génial.
[00:50:47.420 --> 00:50:48.420]   C'est génial.
[00:50:48.420 --> 00:50:49.420]   Après ça sert à rien de trop stimuler les enfants.
[00:50:49.420 --> 00:50:50.420]   Mais moi je sais que je pouvais pas m'empêcher pour moi-même de retourner aux expos, de
[00:50:50.420 --> 00:50:51.420]   retourner au musée.
[00:50:51.420 --> 00:50:52.420]   Et j'étais très content de l'avoir aux portes bébé pour faire ça.
[00:50:52.420 --> 00:50:53.420]   Et on y va toujours.
[00:50:53.420 --> 00:50:54.420]   Et il faut que les enfants gardent leur rythme par contre.
[00:50:54.420 --> 00:50:55.420]   Bien sûr.
[00:50:55.420 --> 00:50:56.420]   Et c'est pour ça que je suis content de l'avoir avec moi.
[00:50:56.420 --> 00:50:57.420]   Parce que du coup quand on va au Louvre par exemple, on va vite quoi.
[00:50:57.420 --> 00:50:58.420]   On s'arrête pas devant chaque truc.
[00:50:58.420 --> 00:50:59.420]   On s'arrête pas devant chaque truc.
[00:50:59.420 --> 00:51:00.420]   On s'arrête pas devant chaque truc.
[00:51:00.420 --> 00:51:01.420]   On s'arrête pas devant chaque truc.
[00:51:01.420 --> 00:51:02.420]   On s'arrête pas devant chaque truc.
[00:51:02.420 --> 00:51:03.420]   On s'arrête pas devant chaque truc.
[00:51:03.420 --> 00:51:04.420]   Comme si tout était important.
[00:51:04.420 --> 00:51:05.420]   Mais ça donne envie d'avoir quelqu'un qui te prend par la main et qui te dit : "Mais
[00:51:05.420 --> 00:51:06.420]   non mais ça me manque dans ma vie quelqu'un qui me dit : "Bah viens voir cette expo".
[00:51:06.420 --> 00:51:07.420]   En fait tu vois ce que je veux dire ? C'est que de moi-même, je vais pas savoir où aller.
[00:51:07.420 --> 00:51:08.420]   En fait ça manque…
[00:51:08.420 --> 00:51:09.420]   Et quand quelqu'un t'emmène, t'as toujours ce truc de : "De toute façon quelqu'un
[00:51:09.420 --> 00:51:10.420]   ne peut pas m'entraîner".
[00:51:10.420 --> 00:51:11.420]   Et ça c'est un peu comme ça.
[00:51:11.420 --> 00:51:12.420]   C'est un peu comme ça.
[00:51:12.420 --> 00:51:13.420]   C'est un peu comme ça.
[00:51:13.420 --> 00:51:14.420]   C'est un peu comme ça.
[00:51:14.420 --> 00:51:15.420]   C'est un peu comme ça.
[00:51:15.420 --> 00:51:16.420]   C'est un peu comme ça.
[00:51:16.420 --> 00:51:17.420]   C'est un peu comme ça.
[00:51:17.420 --> 00:51:18.420]   C'est un peu comme ça.
[00:51:18.420 --> 00:51:19.420]   Et puis de savoir où aller aussi.
[00:51:19.420 --> 00:51:20.420]   Parce qu'il y en a tellement des expos à Paris.
[00:51:20.420 --> 00:51:21.420]   Il y en a tellement des choses à voir.
[00:51:21.420 --> 00:51:22.420]   Et puis si ça te plaît pas, tu peux t'acharner sur la personne qui t'a amené.
[00:51:22.420 --> 00:51:23.420]   En étant de mauvaise humeur.
[00:51:23.420 --> 00:51:24.420]   En étant de critiqué.
[00:51:24.420 --> 00:51:25.420]   En disant : "Moi je vais à la boutique".
[00:51:25.420 --> 00:51:26.420]   "Mais je vais à la boutique".
[00:51:26.420 --> 00:51:27.420]   "Mais je vais à la boutique".
[00:51:27.420 --> 00:51:28.420]   "Mais je vais à la boutique".
[00:51:28.420 --> 00:51:29.420]   "Mais je vais à la boutique".
[00:51:29.420 --> 00:51:30.420]   "Mais je vais à la boutique".
[00:51:30.420 --> 00:51:31.420]   "Mais je vais à la boutique".
[00:51:31.420 --> 00:51:32.420]   "Mais je vais à la boutique".
[00:51:32.420 --> 00:51:33.420]   "Mais je vais à la boutique".
[00:51:33.420 --> 00:51:34.420]   "Mais je vais à la boutique".
[00:51:34.420 --> 00:51:35.420]   "Mais je vais à la boutique".
[00:51:35.420 --> 00:51:36.420]   Bien sûr.
[00:51:36.420 --> 00:51:37.420]   Bien sûr.
[00:51:37.420 --> 00:51:38.420]   J'ai été ce mec, bien sûr.
[00:51:38.420 --> 00:51:39.420]   Bien sûr.
[00:51:39.420 --> 00:51:40.420]   Bien sûr.
[00:51:40.420 --> 00:51:41.420]   Toi, non, musée ? T'as pas trop ton délire ?
[00:51:41.420 --> 00:51:42.420]   Ah, pas trop.
[00:51:42.420 --> 00:51:43.420]   Non, j'avoue.
[00:51:43.420 --> 00:51:44.420]   Le dernier bon souvenir de musée que j'ai, c'était à Berlin.
[00:51:44.420 --> 00:51:45.420]   J'étais allé au musée du jeu vidéo.
[00:51:45.420 --> 00:51:46.420]   Ah ouais ?
[00:51:46.420 --> 00:51:47.420]   Et c'était vraiment cool.
[00:51:47.420 --> 00:51:48.420]   J'ai eu l'occasion de le faire.
[00:51:48.420 --> 00:51:49.420]   Et j'ai eu l'occasion de le faire.
[00:51:49.420 --> 00:51:50.420]   Et j'ai eu l'occasion de le faire.
[00:51:50.420 --> 00:51:51.420]   Et j'ai eu l'occasion de le faire.
[00:51:51.420 --> 00:51:52.420]   Et j'ai eu l'occasion de le faire.
[00:51:52.420 --> 00:51:53.420]   Et j'ai eu l'occasion de le faire.
[00:51:53.420 --> 00:51:54.420]   Et j'ai eu l'occasion de le faire.
[00:52:05.420 --> 00:52:06.420]   Et j'ai eu l'occasion de le faire.
[00:52:06.420 --> 00:52:07.420]   Et j'ai eu l'occasion de le faire.
[00:52:07.420 --> 00:52:08.420]   Et j'ai eu l'occasion de le faire.
[00:52:08.420 --> 00:52:09.420]   Et j'ai eu l'occasion de le faire.
[00:52:09.420 --> 00:52:10.420]   Et j'ai eu l'occasion de le faire.
[00:52:10.420 --> 00:52:11.420]   Et j'ai eu l'occasion de le faire.
[00:52:11.420 --> 00:52:12.420]   Et j'ai eu l'occasion de le faire.
[00:52:12.420 --> 00:52:13.420]   Et j'ai eu l'occasion de le faire.
[00:52:13.420 --> 00:52:14.420]   Et j'ai eu l'occasion de le faire.
[00:52:14.420 --> 00:52:15.420]   Et j'ai eu l'occasion de le faire.
[00:52:15.420 --> 00:52:16.420]   Et j'ai eu l'occasion de le faire.
[00:52:16.420 --> 00:52:17.420]   Et j'ai eu l'occasion de le faire.
[00:52:17.420 --> 00:52:18.420]   Et j'ai eu l'occasion de le faire.
[00:52:18.420 --> 00:52:19.420]   C'était vraiment cool.
[00:52:19.420 --> 00:52:20.420]   Il y avait vraiment une bande d'arcade de Pong.
[00:52:20.420 --> 00:52:21.420]   Et j'ai eu l'occasion de le faire.
[00:52:21.420 --> 00:52:22.420]   Et j'ai eu l'occasion de le faire.
[00:52:22.420 --> 00:52:23.420]   Et j'ai eu l'occasion de le faire.
[00:52:23.420 --> 00:52:24.420]   Et j'ai eu l'occasion de le faire.
[00:52:24.420 --> 00:52:25.420]   C'était vraiment cool.
[00:52:25.420 --> 00:52:26.420]   Et j'ai eu l'occasion de le faire.
[00:52:26.420 --> 00:52:27.420]   Et j'ai eu l'occasion de le faire.
[00:52:27.420 --> 00:52:28.420]   Et j'ai eu l'occasion de le faire.
[00:52:28.420 --> 00:52:29.420]   Et j'ai eu l'occasion de le faire.
[00:52:29.420 --> 00:52:30.420]   Et j'ai eu l'occasion de le faire.
[00:52:30.420 --> 00:52:31.420]   Et j'ai eu l'occasion de le faire.
[00:52:31.420 --> 00:52:32.420]   Et j'ai eu l'occasion de le faire.
[00:52:32.420 --> 00:52:33.420]   Et j'ai eu l'occasion de le faire.
[00:52:33.420 --> 00:52:34.420]   Et j'ai eu l'occasion de le faire.
[00:52:34.420 --> 00:52:35.420]   Et j'ai eu l'occasion de le faire.
[00:52:35.420 --> 00:52:36.420]   Et j'ai eu l'occasion de le faire.
[00:52:36.420 --> 00:52:37.420]   Et j'ai eu l'occasion de le faire.
[00:52:37.420 --> 00:52:38.420]   Et j'ai eu l'occasion de le faire.
[00:52:38.420 --> 00:52:39.420]   Et j'ai eu l'occasion de le faire.
[00:52:39.420 --> 00:52:40.420]   Et j'ai eu l'occasion de le faire.
[00:52:40.420 --> 00:52:41.420]   Et j'ai eu l'occasion de le faire.
[00:52:41.420 --> 00:52:42.420]   Et j'ai eu l'occasion de le faire.
[00:52:42.420 --> 00:52:43.420]   Et j'ai eu l'occasion de le faire.
[00:52:43.420 --> 00:52:44.420]   Et j'ai eu l'occasion de le faire.
[00:52:44.420 --> 00:52:45.420]   Et j'ai eu l'occasion de le faire.
[00:52:45.420 --> 00:52:46.420]   Et j'ai eu l'occasion de le faire.
[00:52:46.420 --> 00:52:47.420]   Et j'ai eu l'occasion de le faire.
[00:52:47.420 --> 00:52:48.420]   C'était vraiment cool.
[00:52:48.420 --> 00:52:49.420]   Et j'ai eu l'occasion de le faire.
[00:52:49.420 --> 00:52:50.420]   Et j'ai eu l'occasion de le faire.
[00:52:50.420 --> 00:52:51.420]   C'était vraiment cool.
[00:52:51.420 --> 00:52:52.420]   Et j'ai eu l'occasion de le faire.
[00:52:52.420 --> 00:52:53.420]   Et j'ai eu l'occasion de le faire.
[00:52:53.420 --> 00:52:54.420]   Et j'ai eu l'occasion de le faire.
[00:52:54.420 --> 00:52:55.420]   Et j'ai eu l'occasion de le faire.
[00:52:55.420 --> 00:52:56.420]   Et j'ai eu l'occasion de le faire.
[00:52:56.420 --> 00:52:57.420]   Et j'ai eu l'occasion de le faire.
[00:52:57.420 --> 00:52:58.420]   Et j'ai eu l'occasion de le faire.
[00:52:58.420 --> 00:52:59.420]   Et j'ai eu l'occasion de le faire.
[00:52:59.420 --> 00:53:00.420]   Et j'ai eu l'occasion de le faire.
[00:53:00.420 --> 00:53:01.420]   Et j'ai eu l'occasion de le faire.
[00:53:01.420 --> 00:53:02.420]   Et j'ai eu l'occasion de le faire.
[00:53:02.420 --> 00:53:03.420]   Et j'ai eu l'occasion de le faire.
[00:53:03.420 --> 00:53:04.420]   Et j'ai eu l'occasion de le faire.
[00:53:04.420 --> 00:53:05.420]   Et j'ai eu l'occasion de le faire.
[00:53:05.420 --> 00:53:06.420]   Et j'ai eu l'occasion de le faire.
[00:53:06.420 --> 00:53:07.420]   Et j'ai eu l'occasion de le faire.
[00:53:07.420 --> 00:53:08.420]   Et j'ai eu l'occasion de le faire.
[00:53:08.420 --> 00:53:09.420]   Et j'ai eu l'occasion de le faire.
[00:53:09.420 --> 00:53:10.420]   Et j'ai eu l'occasion de le faire.
[00:53:10.420 --> 00:53:11.420]   Et j'ai eu l'occasion de le faire.
[00:53:11.420 --> 00:53:12.420]   Et j'ai eu l'occasion de le faire.
[00:53:12.420 --> 00:53:13.420]   C'était vraiment cool.
[00:53:13.420 --> 00:53:14.420]   Et j'ai eu l'occasion de le faire.
[00:53:14.420 --> 00:53:15.420]   Et j'ai eu l'occasion de le faire.
[00:53:15.420 --> 00:53:16.420]   Et j'ai eu l'occasion de le faire.
[00:53:16.420 --> 00:53:17.420]   Et j'ai eu l'occasion de le faire.
[00:53:17.420 --> 00:53:18.420]   Et j'ai eu l'occasion de le faire.
[00:53:18.420 --> 00:53:19.420]   Et j'ai eu l'occasion de le faire.
[00:53:19.420 --> 00:53:20.420]   Et j'ai eu l'occasion de le faire.
[00:53:20.420 --> 00:53:21.420]   Et j'ai eu l'occasion de le faire.
[00:53:21.420 --> 00:53:22.420]   Et j'ai eu l'occasion de le faire.
[00:53:22.420 --> 00:53:23.420]   Et j'ai eu l'occasion de le faire.
[00:53:23.420 --> 00:53:24.420]   Et j'ai eu l'occasion de le faire.
[00:53:24.420 --> 00:53:25.420]   Et j'ai eu l'occasion de le faire.
[00:53:25.420 --> 00:53:26.420]   Et j'ai eu l'occasion de le faire.
[00:53:26.420 --> 00:53:27.420]   Et j'ai eu l'occasion de le faire.
[00:53:27.420 --> 00:53:28.420]   Et j'ai eu l'occasion de le faire.
[00:53:28.420 --> 00:53:29.420]   Et j'ai eu l'occasion de le faire.
[00:53:29.420 --> 00:53:30.420]   Et j'ai eu l'occasion de le faire.
[00:53:30.420 --> 00:53:31.420]   Et j'ai eu l'occasion de le faire.
[00:53:31.420 --> 00:53:32.420]   Et j'ai eu l'occasion de le faire.
[00:53:32.420 --> 00:53:33.420]   Et j'ai eu l'occasion de le faire.
[00:53:33.420 --> 00:53:34.420]   Et j'ai eu l'occasion de le faire.
[00:53:34.420 --> 00:53:35.420]   C'était vraiment cool.
[00:53:35.420 --> 00:53:36.420]   C'était vraiment cool.
[00:53:36.420 --> 00:53:37.420]   Et j'ai eu l'occasion de le faire.
[00:53:37.420 --> 00:53:38.420]   Et j'ai eu l'occasion de le faire.
[00:53:38.420 --> 00:53:39.420]   Et j'ai eu l'occasion de le faire.
[00:53:39.420 --> 00:53:40.420]   Et j'ai eu l'occasion de le faire.
[00:53:40.420 --> 00:53:41.420]   Et j'ai eu l'occasion de le faire.
[00:53:41.420 --> 00:53:42.420]   Et j'ai eu l'occasion de le faire.
[00:53:42.420 --> 00:53:43.420]   Et j'ai eu l'occasion de le faire.
[00:53:43.420 --> 00:53:44.420]   Et j'ai eu l'occasion de le faire.
[00:53:44.420 --> 00:53:45.420]   Et j'ai eu l'occasion de le faire.
[00:53:45.420 --> 00:53:46.420]   Et j'ai eu l'occasion de le faire.
[00:53:46.420 --> 00:53:47.420]   Et j'ai eu l'occasion de le faire.
[00:53:47.420 --> 00:53:48.420]   Et j'ai eu l'occasion de le faire.
